web-scraper-order,USERNAME,RATING,REVIEW,TIME,COUNT THE PEOPLE WHO LIKED THE REVIEW
1743116909-1055,Gabriella,5.2,"Booked a room for 1 night, checked in at 21 but found the hotel parking lot was full. I was asked to make a U-turn (with a distance of about 10 minutes) and park at the Grand Mega hotel which is 1 management with this hotel. I had to carry luggage and other items 100 meters away on the sidewalk of the highway. Arriving at the room, it turns out the room is very dirty where the floor is very dusty and the bathtub has black patches, finally I can&#39;t immediately rest because I have to wait for the room to be cleaned and the door to the balcony is also jammed (out of the rail) so I need to wait for a mechanic to clean it up first. At 1:00 in the morning, I called the room service and requested to borrow a bottle opener, but was told by the staff to take the bottle opener to the kitchen area. I got room 501 where the bathtub is located outside of the room ie on the balcony so it makes me not calm and cold when I want to soak because the location of the bathtub outside the room ie on the balcony is only covered by a few curtains. Room windows are not too soundproof so that the sound of cars passing by at high speed is quite audible in the room. Breakfast food is quite ok. But so far, I&#39;m really disappointed.",2019-09-24,2
1743116909-1056,Ni Made D. A. J.,9.3,Everything is nice and pleasant.,2019-09-24,0
1743116909-1057,Ai,6.0,"The room smells musty, like it is not prepared for the arrival of guests, only 1 is provided, when they are rebuked, they just prepare it with propper. The food is ordinary, nothing special.",2019-09-23,1
1743116909-1058,Irvan Y. P.,8.8,"The hotel rooms are super spacious, there are separate bathtubs and showers. The breakfast is pretty good and the location is near everywhere.",2019-09-22,1
1743116909-1059,SW,10.0,"Honeymoon and family trip very pleasant stay here, the location is close to the airport, close to shopping centers, the breakfast is quite good.",2019-09-19,1
1743116909-1060,ig,9.1,"Large rooms especially the bathroom is very spacious, there is also a bathtub. When my room reservation (superior) was not available they updated my room to the family, thank you. But there are some things that need to be fixed like a sink. And for food there are many variations, but in-charge chefs are less responsive when food is low or not directly refilled when asked to be refilled.",2019-09-19,0
1743116909-1061,ND,4.5,"Many ornaments are damaged, can not ask for hot water for milk.",2019-09-18,1
1743116909-1062,RK,8.7,"Really worth it at that price for a good room with good facilities too. I checked-in rather than the specified time. Add 150 thousand for early check-in and upgrade to a room with a balcony. Breakfast is also delicious. The menu a lot. But the hospitality from the hotel staff is lacking, the toilet is also a bit smelly.",2019-09-17,0
1743116909-1063,AF,10.0,Friendly and touristic beach area nearby.,2019-09-15,0
1743116909-1064,Rony K.,6.7,1. There is a cockroach in the bathroom. 2. shower is not consistent sometimes too hot sometimes too cold even though it is set.,2019-09-15,3
1743116909-1065,I,9.4,"It was a pleasure to stay here, I have returned several times to Bali, large rooms, complete facilities, breakfast and many choices.",2019-09-15,2
1743116909-1066,YP,8.5,"Alhamdulillah, when I ordered there was a disc of up to 62%, the place was good, the food was good and all the facilities were ok. For those who want to stay here I really recommend it ... the service is ok too. matches the price. The level continues service.",2019-09-12,2
1743116909-1067,YP,8.5,"With affordable prices, luxury facilities such as bathtubs can be obtained. The location in the middle of the city so that access to tourist attractions is quite easy, close to the airport too.",2019-09-11,0
1743116909-1068,VR,8.5,"The rooms are good overall, the food is also pretty good and suitable for Muslims (halal food). From the place by the by not so far anyway anyway. Near the Galeria Mall.",2019-09-11,0
1743116909-1069,jh,5.5,"Towels and beds are not clean, lobby is dark at night.",2019-09-08,0
1743116909-1070,OS,8.5,"Very much enjoyed, only the air conditioner was not cold enough.",2019-09-08,0
1743116909-1071,h,6.2,"The food is okay, but in terms of stuffy rooms, musty, WiFi is not smooth.",2019-09-07,0
1743116909-1072,FI,9.7,"The bedroom is really big, all the glass is really big, the bathroom is also spacious and separated per section. between the toilet, shower and bathtub are separated, plus in the bathtub section there is a TV to relax, it&#39;s really cool.",2019-09-05,0
1743116909-1073,UA,10.0,"Pas there, until the hotel jm 23.xx because there are obstacles in the flight, the checkin process is approximately 2 minutes and can upgrade the room for free at that time because the room that I requested above is full booked, first impression upon entering the room, wow the bathroom is very spacious really, the hot water is ok, the air conditioner is cold for a long time because it&#39;s located a bit far above the door not above the bed, so early in the morning at breakfast, wow stunned by the breakfast, because there are so many choices there are light there are heavy there are Indonesian food, western, complete , very satisfied staying there",2019-09-04,2
1743116909-1074,VA,9.7,"Thank you Mega Boutiqe Hotel, for 3 nights there were spacious clean rooms, friendly employees, the breakfast menu was varied only the bathtub caught up so the water that filled up quickly ran out.",2019-09-03,0
1743116909-1075,Husin M.,9.1,"Design, room, services are all okay. The room is big and has a bathtub which is added by the TV so it will linger. Highly recommended hotel, just a little disappointed with the impoliteness of its security.",2019-09-03,0
1743116909-1076,I Gusti B. S. D.,9.1,"Close to shopping centers, as described.",2019-09-03,1
1743116909-1077,AK,9.7,The hotel is suitable for honeymoon. Awesome,2019-09-01,0
1743116909-1078,Dk,8.5,My husband and I really enjoyed staying here. The service of the hotel staff is friendly too.,2019-08-31,1
1743116909-1079,NN,9.7,"Food tastes and variations the best, especially service rooms. Really satisfied to stay here.",2019-08-30,0
1743116909-1080,RR,10.0,"I have never regretted staying at this hotel, and for the second time staying here it hasn&#39;t changed comfortably. The best breakfast is so much delicious",2019-08-30,0
1743116909-1081,NI,9.7,"Small parking lot. But assisted by security, friendly receptionist. got a room in 306. all great from cleanliness, free cake provided. Very cute goose decoration and romance + flowers, the bed is very comfortable, minus only the fridge doesn&#39;t work. And breakfast is lacking.",2019-08-28,0
1743116909-1082,RW,9.1,"The room is clean and comfortable, with an affordable price, bathtub facilities are available. Massage and spa facilities are also recommended. thank you mega boutique.",2019-08-28,0
1743116909-1083,RJ,8.4,"The bathroom is satisfactory, can&#39;t move on, it&#39;s just that the service seems stingy.",2019-08-26,1
1743116909-1084,DA,10.0,"Very comfortable even though staying only 1 day. The food is also many variants and tastes good, the room is very clean. The lack is only water in the shower and sometimes a small bathtub faucet. Parking area is also small. But so far, satisfied with the service.",2019-08-26,1
1743116909-1085,Rd,6.3,"Old room. There are no windows so no sunlight comes in. Especially to get a room downstairs. Stuffy, a 2-day stay that is boring and unsatisfactory. For service it&#39;s good. Staff are all friendly. Variative food. It&#39;s just that the building seemed old not modern.",2019-08-24,2
1743116909-1086,BS,6.0,"The shower spray leaked, the hot water wasn&#39;t smooth, the fridge wasn&#39;t cold.",2019-08-24,1
1743116909-1087,AF,8.8,"There is still a lot of dust in the bathroom area, and many dirty spots like in the shower room and bathtub. Buthtub although it is closed but cannot hold water it seems there is a leak. The fridge wasn&#39;t cold at all even warm but the breakfast was delicious. The menu changes (for 2 days).",2019-08-24,1
1743116909-1089,DA,6.8,"Yesterday I ordered a deluxe but when I saw the room I got it on the 1st floor while the lobby was on the 3rd floor so I upgraded to family. The bathroom is quite large. For the room not too much space because the space runs out in the bathroom. When turning on the sink, the washing up of water everywhere turned out to be leaking and did not wait for a long time for engineering to arrive. Room noisy on street noise.",2019-08-23,0
